cafe_name	name	dessert_tag	price	image_url
에이비카페	밀크티	NULL	8,000원	NULL
에이비카페	얼그레이	NULL	6,500원	NULL
에이비카페	페퍼민트레몬	NULL	6,500원	NULL
에이비카페	콜드브루	NULL	7,000원	NULL
에이비카페	콜드브루라떼	NULL	7,500원	NULL
에이비카페	콜드브루디카페인	NULL	7,000원	NULL
에이비카페	콜드브루라떼디카페인	NULL	7,500원	NULL
에이비카페	아인슈패너	NULL	8,000원	NULL
에이비카페	딸기라떼	NULL	8,000원	NULL
에이비카페	코코넛칩	NULL	3,500원	NULL
에이비카페	자몽에이드	NULL	8,000원	NULL
에이비카페	패션후르츠에이드	NULL	8,000원	NULL
에이비카페	청포도에이드	NULL	8,000원	NULL
에이비카페	말차케이크	케이크	8,500원	NULL
에이비카페	레몬케이크	케이크	8,500원	NULL
에이비카페	당근케이크	케이크	8,500원	NULL
에이비카페	얼그레이타르트	구움과자	8,500원	NULL
에이비카페	뉴욕치즈케이크	케이크	8,500원	NULL
에이비카페	순우유케이크	케이크	8,500원	NULL
에이비카페	피치에이드	NULL	8,000원	NULL
에이비카페	레몬그린	NULL	7,000원	NULL
에이비카페	오렌지자몽블랙	NULL	7,000원	NULL
넥스트에디션 강남5호점	우리동네 김선일	NULL	29,000원	NULL
투썸플레이스 강남대륭타워점	고구마 라떼	NULL	NULL	//img1.kakaocdn.net/cthumb/local/C212x180.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F423E956351364D109ADCF34536F5F5FC
투썸플레이스 강남대륭타워점	아이스 그린티 라떼	NULL	NULL	//img1.kakaocdn.net/cthumb/local/C212x180.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FCA93F01249C54C05BEE12BFA0097D443
투썸플레이스 강남대륭타워점	아이스 카페 아메리카노	NULL	NULL	//img1.kakaocdn.net/cthumb/local/C212x180.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FD7C07B5A66A8495BB3E2E25181D096CB
투썸플레이스 강남대륭타워점	오렌지 자몽 주스	NULL	NULL	//img1.kakaocdn.net/cthumb/local/C212x180.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F2E2CF7424CBD422EADE2D07FB66E0A58
투썸플레이스 강남대륭타워점	오렌지자몽티	NULL	NULL	//img1.kakaocdn.net/cthumb/local/C212x180.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F4940DD131AB6422B915CB0D0DD7D5CAB
투썸플레이스 강남대륭타워점	유자 레몬티	NULL	NULL	//img1.kakaocdn.net/cthumb/local/C212x180.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FC0198A8C6A0742B093219DBA972B3FB2
투썸플레이스 강남대륭타워점	콜드브루	NULL	NULL	//img1.kakaocdn.net/cthumb/local/C212x180.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F38E3C5CC53A847C3A3AC73317BDB23BA
투썸플레이스 강남대륭타워점	B.E.L.T.샌드위치	NULL	NULL	//img1.kakaocdn.net/cthumb/local/C212x180.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F116F34F8EA554E9397032301413AAFA6
라브리크 서울	라브리크 버터밀	NULL	18,000원	NULL
라브리크 서울	라브리크 에그 모닝밀	NULL	18,000원	NULL
라브리크 서울	치즈오믈렛	NULL	19,000원	NULL
라브리크 서울	토마토 부라타 치즈 샐러드	NULL	17,000원	NULL
라브리크 서울	머쉬룸 에그 오픈 샌드위치	NULL	16,000원	NULL
라브리크 서울	그릴드 알배추 시저 샐러드	NULL	19,000원	NULL
라브리크 서울	크로그 무슈 샌드위치	NULL	17,000원	NULL
라브리크 서울	비스마르크	NULL	19,000원	NULL
라브리크 서울	초리조	NULL	16,000원	NULL
라브리크 서울	마르게리따	NULL	15,000원	NULL
라브리크 서울	화이트 라구 파스타	NULL	23,000원	NULL
라브리크 서울	라구 파스타	NULL	20,000원	NULL
라브리크 서울	머쉬룸 크림 리조또	NULL	22,000원	NULL
라브리크 서울	삼치 오일 파스타	NULL	21,000원	NULL
라브리크 서울	봉골레 파스타	NULL	22,000원	NULL
라브리크 서울	바질 크림 뇨끼	NULL	21,000원	NULL
